model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 C Class,2016,Semi-Auto,22000,Petrol,300,34.5,4.0,38349
 B Class,2017,Manual,9300,Diesel,145,68.9,1.5,14199
 SL CLASS,2016,Semi-Auto,22112,Diesel,30,70.6,2.1,18690
 GL Class,2017,Automatic,28871,Diesel,145,45.6,3.0,29300
 CLS Class,2016,Automatic,13887,Diesel,165,49.6,3.0,25077
 A Class,2016,Manual,35500,Diesel,20,68.9,1.5,14190
 CL Class,2015,Manual,60558,Petrol,125,50.4,1.6,13870
 C Class,2015,Automatic,136760,Hybrid,0,76.4,2.1,10795
 C Class,2019,Semi-Auto,3162,Petrol,145,46.3,1.5,31980
 A Class,2014,Automatic,74000,Diesel,30,68.9,1.5,9490
 GLE Class,2015,Semi-Auto,47430,Diesel,200,47.9,2.1,21967
 C Class,2015,Automatic,44929,Diesel,30,64.2,2.1,16810
 E Class,2016,Automatic,24514,Diesel,30,65.7,2.0,17820
 GLE Class,2019,Semi-Auto,1857,Diesel,145,36.7,2.0,48766
 C Class,2016,Automatic,42062,Petrol,125,50.4,2.0,15698
 GLC Class,2017,Semi-Auto,35293,Diesel,145,56.5,2.1,26999
 B Class,2019,Semi-Auto,3906,Diesel,145,55.4,2.0,24799
 GLC Class,2018,Semi-Auto,5761,Diesel,145,56.5,2.1,31480
 A Class,2017,Semi-Auto,27363,Diesel,20,67.3,2.1,18450
 E Class,2019,Semi-Auto,8584,Diesel,145,57.7,2.0,36360
 GLC Class,2017,Semi-Auto,39140,Diesel,150,56.5,2.1,25210
 A Class,2019,Semi-Auto,6690,Petrol,145,53.3,1.3,21499
 C Class,2017,Semi-Auto,19784,Petrol,145,42.2,2.0,23990
 GLC Class,2018,Automatic,11763,Diesel,145,56.5,2.1,28491
 E Class,2019,Automatic,14499,Diesel,145,72.4,2.0,24480
 E Class,2018,Semi-Auto,413,Diesel,145,41.5,3.0,34199
 E Class,2019,Automatic,3639,Petrol,145,31.7,3.0,53010
 E Class,2016,Automatic,26561,Diesel,125,58.9,2.1,17499
 GLC Class,2019,Semi-Auto,2424,Diesel,145,42.2,2.1,32949
 A Class,2019,Semi-Auto,8293,Petrol,145,53.3,1.3,19990
 C Class,2017,Semi-Auto,61305,Diesel,150,65.7,1.6,13587
 GL Class,2015,Automatic,27000,Diesel,125,55.4,2.1,16990
 C Class,2019,Semi-Auto,26075,Petrol,145,44.1,1.5,28780
 A Class,2017,Semi-Auto,26647,Diesel,145,67.3,2.1,17995
 C Class,2019,Semi-Auto,14663,Diesel,145,61.4,2.0,20999
 SLK,2004,Automatic,46000,Petrol,330,28.0,3.5,4890
 A Class,2016,Semi-Auto,39266,Diesel,20,74.3,1.5,13450
 G Class,2018,Semi-Auto,19000,Petrol,145,21.4,4.0,135771
 GLC Class,2016,Automatic,30848,Diesel,125,56.5,2.1,20750
 GLE Class,2019,Automatic,10005,Diesel,145,35.8,2.0,52146
 C Class,2014,Manual,14436,Petrol,125,52.3,2.0,14000
 B Class,2019,Semi-Auto,4277,Diesel,145,55.4,2.0,26099
 GLA Class,2019,Semi-Auto,6801,Petrol,150,48.7,1.6,25495
 C Class,2013,Automatic,76950,Diesel,145,53.3,2.1,9685
 C Class,2019,Semi-Auto,2143,Diesel,145,54.3,1.6,29980
 E Class,2017,Automatic,26722,Diesel,145,72.4,2.0,18836
 B Class,2015,Semi-Auto,34247,Diesel,20,67.3,2.1,12949
 X-CLASS,2020,Automatic,303,Diesel,260,35.8,2.3,31991
 E Class,2016,Automatic,39000,Diesel,30,65.7,2.0,17990
 GLA Class,2015,Manual,23000,Diesel,20,67.3,2.1,14995
 B Class,2011,Automatic,90000,Petrol,240,40.9,1.5,3990
 C Class,2019,Semi-Auto,4000,Petrol,145,46.3,1.5,26599
 C Class,2019,Semi-Auto,4665,Petrol,145,44.1,2.0,28480
 CL Class,2014,Semi-Auto,55206,Petrol,555,29.4,4.7,19980
 C Class,2016,Automatic,39924,Diesel,30,64.2,1.6,16329
 GLA Class,2019,Semi-Auto,37,Diesel,145,64.2,2.1,25599
 GLA Class,2017,Semi-Auto,18000,Petrol,145,43.5,2.0,19701
 C Class,2016,Automatic,29173,Diesel,30,64.2,2.1,18600
 GLC Class,2019,Semi-Auto,7689,Petrol,145,26.4,4.0,62499
 C Class,2020,Semi-Auto,9,Diesel,145,64.2,2.0,31480
 E Class,2017,Automatic,17327,Diesel,145,65.7,2.0,21734
 E Class,2013,Automatic,50000,Diesel,145,54.3,2.1,11490
 C Class,2019,Automatic,8248,Diesel,145,57.7,2.0,27480
 GLC Class,2017,Semi-Auto,30500,Diesel,145,56.5,2.1,29499
 A Class,2016,Manual,17502,Petrol,200,41.5,2.0,17962
 C Class,2013,Automatic,41866,Petrol,570,23.5,6.2,21999
 C Class,2019,Semi-Auto,12043,Diesel,145,56.5,2.0,26990
180,2014,Manual,39240,Diesel,20,72.4,1.5,10799
 A Class,2019,Manual,4866,Petrol,150,28.5,1.3,22250
 GLC Class,2019,Semi-Auto,3867,Diesel,145,56.5,2.1,31999
 CL Class,2015,Manual,32636,Petrol,125,50.4,1.6,13890
 A Class,2019,Semi-Auto,7149,Diesel,145,68.9,1.5,19849
 E Class,2019,Semi-Auto,5648,Petrol,145,31.7,3.0,54000
 C Class,2019,Automatic,7716,Petrol,145,45.6,1.5,21980
 GLE Class,2019,Automatic,6740,Diesel,145,32.5,3.0,54890
 C Class,2015,Semi-Auto,53000,Diesel,20,64.2,2.1,13999
 C Class,2019,Semi-Auto,16548,Petrol,145,46.3,1.5,26680
 B Class,2019,Semi-Auto,11748,Petrol,145,45.6,1.3,21980
 A Class,2017,Automatic,39000,Diesel,145,68.9,2.1,14990
 GLE Class,2016,Semi-Auto,35879,Diesel,300,39.2,3.0,34480
 A Class,2019,Automatic,1440,Diesel,145,56.5,2.0,24890
 E Class,2018,Automatic,8396,Diesel,150,41.5,3.0,35995
 C Class,2017,Semi-Auto,12000,Diesel,145,61.4,2.1,23749
 C Class,2017,Semi-Auto,9873,Diesel,20,67.3,2.1,24660
 E Class,2019,Automatic,6399,Diesel,145,67.3,2.0,24950
 C Class,2019,Semi-Auto,707,Petrol,145,41.5,2.0,32099
 GLA Class,2016,Semi-Auto,40000,Petrol,205,43.5,2.0,20999
 C Class,2017,Automatic,27040,Diesel,145,64.2,2.1,16267
 B Class,2014,Automatic,10200,Diesel,20,68.9,1.5,11500
 C Class,2019,Automatic,544,Petrol,145,28.0,4.0,67699
 C Class,2017,Semi-Auto,37293,Petrol,145,49.6,2.0,19502
 GLE Class,2016,Semi-Auto,47181,Diesel,300,39.2,3.0,32998
 GLC Class,2016,Automatic,20335,Diesel,125,56.5,2.1,23500
 A Class,2017,Automatic,13049,Diesel,145,74.3,1.5,15739
 GLC Class,2020,Semi-Auto,3999,Diesel,145,43.5,2.0,35980
 CLA Class,2017,Manual,22171,Petrol,145,51.4,1.6,15600
 A Class,2019,Manual,4513,Petrol,150,47.1,1.3,24000
 A Class,2019,Semi-Auto,13145,Diesel,145,68.9,1.5,18990
 GL Class,2015,Automatic,40319,Diesel,125,56.6,2.1,15999
 V Class,2018,Automatic,7000,Diesel,145,45.6,2.2,35995
 C Class,2019,Semi-Auto,10004,Petrol,145,34.5,4.0,41750
 GLC Class,2019,Automatic,5809,Diesel,145,41.5,2.1,27495
 M Class,2015,Automatic,75358,Diesel,200,39.2,2.1,19689
 E Class,2017,Automatic,28491,Diesel,20,72.4,2.0,19000
 C Class,2019,Automatic,16496,Petrol,145,46.3,1.5,23948
 C Class,2013,Semi-Auto,75572,Diesel,145,54.3,2.1,9500
 GLC Class,2016,Automatic,22955,Diesel,125,56.5,2.1,24486
 C Class,2019,Semi-Auto,6406,Diesel,145,64.2,2.0,27000
 GLA Class,2017,Manual,22007,Petrol,145,48.7,1.6,17991
 CLS Class,2019,Semi-Auto,3418,Diesel,145,47.9,2.9,45699
 C Class,2016,Automatic,42000,Diesel,20,68.9,2.1,18200
 C Class,2019,Semi-Auto,14627,Petrol,145,46.3,1.5,23000
 B Class,2016,Automatic,43376,Diesel,20,68.9,1.5,13980
 C Class,2019,Semi-Auto,2088,Petrol,145,44.1,2.0,34255
 A Class,2017,Manual,21410,Diesel,150,72.4,1.5,13500
 C Class,2019,Semi-Auto,7043,Petrol,145,45.6,1.5,24980
 E Class,2016,Automatic,36210,Diesel,125,58.9,2.1,15599
 C Class,2016,Semi-Auto,20651,Diesel,20,67.3,2.1,21895
 E Class,2014,Automatic,71000,Diesel,145,57.7,2.1,12490
 GLA Class,2017,Manual,28500,Petrol,145,47.1,1.6,17699
 S Class,2019,Automatic,6501,Diesel,145,52.3,3.0,58990
 A Class,2013,Manual,105000,Diesel,30,62.8,1.8,8492
 E Class,2017,Automatic,13553,Petrol,145,33.6,3.0,31997
 A Class,2019,Semi-Auto,12166,Petrol,150,53.3,1.3,24795
 A Class,2019,Automatic,5976,Diesel,145,56.5,2.0,25399
 C Class,2019,Automatic,3816,Petrol,145,44.1,1.5,23399
 S Class,2001,Automatic,66000,Petrol,570,24.6,3.2,4495
 C Class,2016,Semi-Auto,86965,Hybrid,0,134.5,2.0,13698
 SL CLASS,2020,Semi-Auto,400,Petrol,145,36.7,2.0,32290
 GLA Class,2018,Automatic,8109,Diesel,145,56.5,2.1,22412
 A Class,2013,Manual,51000,Diesel,125,61.4,1.8,11595
 C Class,2017,Semi-Auto,16212,Petrol,145,42.2,2.0,25402
 C Class,2020,Semi-Auto,250,Petrol,145,42.2,2.0,44995
 C Class,2019,Semi-Auto,15536,Petrol,145,47.1,1.5,24998
 B Class,2019,Semi-Auto,12410,Petrol,150,45.6,1.3,22299
 A Class,2016,Automatic,53500,Petrol,160,45.6,2.0,15200
 GLC Class,2017,Semi-Auto,41243,Diesel,145,56.5,2.1,23615
 GLC Class,2016,Automatic,43500,Petrol,305,34.0,3.0,31490
 GLA Class,2018,Manual,12347,Petrol,145,40.9,1.6,18500
 A Class,2017,Manual,35295,Diesel,20,68.9,1.5,15498
 C Class,2017,Automatic,10398,Petrol,145,41.5,2.0,21291
 A Class,2014,Manual,80870,Diesel,20,70.6,1.5,10171
 GLA Class,2015,Semi-Auto,44874,Diesel,145,55.4,2.1,15895
 A Class,2015,Semi-Auto,33330,Diesel,20,68.9,2.1,15500
 B Class,2019,Semi-Auto,8982,Diesel,145,54.3,2.0,27199
 GLE Class,2017,Semi-Auto,30227,Diesel,300,39.2,3.0,31998
 GLB Class,2020,Semi-Auto,4500,Diesel,145,47.9,2.0,35995
 C Class,2019,Semi-Auto,1000,Diesel,145,64.2,2.0,32069
 C Class,2017,Automatic,30676,Diesel,150,67.3,2.1,22767
 X-CLASS,2019,Automatic,10000,Diesel,260,35.8,2.3,30000
 C Class,2015,Manual,94000,Diesel,20,68.9,2.1,11591
 A Class,2014,Manual,61491,Diesel,30,62.8,2.1,11899
 C Class,2017,Semi-Auto,35707,Diesel,30,61.4,2.1,19350
 B Class,2016,Manual,18245,Diesel,20,68.9,1.5,14152
 E Class,2017,Semi-Auto,28878,Diesel,145,72.4,2.0,20899
 C Class,2018,Automatic,9861,Petrol,145,46.3,1.5,23400
 E Class,2018,Semi-Auto,14413,Diesel,150,72.4,2.0,24399
 E Class,2017,Automatic,23000,Diesel,125,58.9,2.1,18490
 A Class,2020,Semi-Auto,60,Petrol,145,53.3,1.3,31001
 A Class,2018,Semi-Auto,7024,Diesel,145,67.3,1.5,20490
 GLA Class,2018,Semi-Auto,18122,Diesel,145,56.5,2.1,21899
 A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,25879
 C Class,2019,Semi-Auto,14360,Petrol,150,46.3,1.5,19999
 E Class,2019,Semi-Auto,6184,Diesel,145,58.9,2.0,27316
 C Class,2019,Automatic,6655,Petrol,145,44.1,2.0,27066
 C Class,2017,Semi-Auto,16624,Diesel,145,64.2,2.1,19980
 B Class,2017,Semi-Auto,28000,Petrol,145,51.4,1.6,15490
 A Class,2019,Manual,6000,Petrol,145,47.1,1.3,24700
 C Class,2019,Automatic,2750,Diesel,145,54.3,2.0,37990
 B Class,2018,Manual,6423,Diesel,145,68.9,1.5,15500
 A Class,2017,Automatic,26155,Petrol,145,40.9,2.0,27248
 SL CLASS,2017,Automatic,21490,Diesel,145,70.6,2.1,18990
 A Class,2014,Automatic,66690,Diesel,20,64.2,2.1,11980
 A Class,2020,Manual,2006,Petrol,145,28.5,1.3,23900
 C Class,2019,Automatic,12986,Diesel,145,57.7,2.0,29990
 GLA Class,2016,Manual,40974,Diesel,30,64.2,2.1,15998
 A Class,2017,Manual,50827,Diesel,20,72.4,1.5,13899
 CLS Class,2019,Automatic,3000,Diesel,150,45.6,2.0,37352
 S Class,2017,Semi-Auto,32979,Hybrid,135,100.9,3.0,45599
 C Class,2019,Semi-Auto,9914,Diesel,145,57.7,2.0,30699
 B Class,2019,Automatic,1000,Diesel,145,55.4,2.0,23589
 GLC Class,2019,Semi-Auto,10810,Diesel,145,40.9,2.0,35000
 A Class,2018,Automatic,8078,Diesel,145,65.7,1.5,17999
 C Class,2014,Automatic,76000,Diesel,30,64.2,2.1,12990
 E Class,2018,Semi-Auto,1462,Petrol,145,31.7,3.0,50799
 A Class,2017,Automatic,48931,Diesel,20,68.9,2.1,17498
 A Class,2018,Automatic,14826,Petrol,145,28.5,1.3,18600
 E Class,2019,Semi-Auto,14242,Diesel,145,72.4,2.0,24749
 GLC Class,2017,Automatic,22244,Diesel,145,56.5,2.1,27950
 A Class,2019,Manual,1738,Petrol,145,47.1,1.3,21999
 C Class,2016,Automatic,16662,Hybrid,0,134.5,2.0,20100
 GLS Class,2017,Automatic,7736,Diesel,150,37.2,3.0,38250
 E Class,2019,Semi-Auto,14479,Diesel,145,61.4,2.0,27980
 C Class,2017,Semi-Auto,30000,Diesel,150,65.7,1.6,18750
 A Class,2018,Semi-Auto,15013,Diesel,145,65.7,1.5,18927
 A Class,2019,Semi-Auto,14983,Diesel,145,67.3,1.5,22980
 A Class,2014,Automatic,63212,Diesel,30,65.7,1.8,10620
 GLC Class,2017,Automatic,28037,Diesel,125,56.5,2.1,26989
 CL Class,2019,Semi-Auto,1831,Diesel,145,58.9,2.1,24399
 C Class,2019,Semi-Auto,6926,Diesel,145,56.5,2.0,26998
 E Class,2019,Semi-Auto,4974,Petrol,145,31.7,3.0,51124
 GLC Class,2017,Semi-Auto,24168,Diesel,125,56.5,2.1,24250
 E Class,2017,Semi-Auto,11776,Diesel,145,51.4,3.0,26480
 C Class,2015,Automatic,26501,Petrol,160,44.8,1.6,12900
 C Class,2019,Semi-Auto,4233,Diesel,145,64.2,2.0,31299
 A Class,2018,Semi-Auto,8297,Petrol,145,53.3,1.3,22599
 C Class,2016,Semi-Auto,28984,Diesel,30,64.2,2.1,17999
 C Class,2017,Automatic,6067,Diesel,145,67.3,2.1,25498
 GLE Class,2020,Automatic,2242,Diesel,145,32.8,2.9,55290
 A Class,2013,Automatic,26038,Petrol,160,44.1,2.0,14990
 C Class,2017,Automatic,33000,Diesel,20,64.2,2.1,16750
 C Class,2019,Semi-Auto,10738,Diesel,145,54.3,2.0,30199
 CLS Class,2016,Automatic,46728,Diesel,125,57.7,2.1,18980
 B Class,2019,Semi-Auto,13080,Petrol,145,45.6,1.3,21890
 A Class,2015,Manual,25620,Diesel,20,72.4,1.5,12245
 A Class,2014,Manual,73000,Diesel,0,78.5,1.5,10498
 CLA Class,2017,Automatic,57763,Diesel,20,67.3,2.1,16000
 A Class,2019,Manual,486,Petrol,145,47.1,1.3,25399
 CLS Class,2016,Automatic,50000,Petrol,235,39.2,3.5,21950
 A Class,2013,Semi-Auto,38301,Petrol,150,49.6,1.6,12498
 C Class,2017,Semi-Auto,23114,Diesel,145,60.1,2.1,21700
 C Class,2016,Semi-Auto,35459,Diesel,20,64.2,2.1,16499
 GLC Class,2016,Automatic,36743,Diesel,125,56.5,2.1,24250
 E Class,2013,Automatic,45378,Diesel,200,45.6,3.0,15775
 A Class,2018,Semi-Auto,1468,Petrol,145,53.3,1.3,20570
 C Class,2019,Semi-Auto,11130,Petrol,145,30.4,3.0,40649
 C Class,2020,Semi-Auto,4065,Diesel,145,57.7,2.0,39981
 C Class,2016,Semi-Auto,25000,Diesel,30,64.2,2.1,19750
 B Class,2019,Automatic,11789,Petrol,145,45.6,1.3,21890
 GLC Class,2016,Semi-Auto,9700,Diesel,125,56.5,2.1,23282
 C Class,2019,Semi-Auto,4388,Petrol,145,46.3,1.5,31899
 E Class,2019,Semi-Auto,14107,Diesel,145,72.4,2.0,22990
 C Class,2018,Semi-Auto,7661,Diesel,145,54.3,2.0,28499
 GLC Class,2016,Semi-Auto,36240,Diesel,125,56.5,2.1,20998
 B Class,2016,Manual,23563,Diesel,20,68.9,1.5,11450
 SL CLASS,2016,Automatic,18922,Diesel,30,70.6,2.1,18000
 C Class,2019,Semi-Auto,836,Petrol,145,43.5,2.0,29998
 GLC Class,2019,Semi-Auto,1998,Petrol,145,21.6,4.0,74980
 C Class,2019,Semi-Auto,14288,Diesel,145,64.2,2.1,18790
 E Class,2017,Semi-Auto,21929,Diesel,30,65.7,2.0,20998
 C Class,2019,Semi-Auto,13158,Diesel,145,61.4,2.0,25849
 E Class,2019,Automatic,12428,Diesel,145,72.4,2.0,25449
 E Class,2019,Semi-Auto,7550,Diesel,145,57.7,2.0,33299
 C Class,2016,Automatic,24909,Diesel,30,64.2,1.6,16750
 GLC Class,2019,Semi-Auto,10420,Diesel,145,56.5,2.1,29999
 A Class,2017,Automatic,33102,Diesel,0,76.4,1.5,12800
 B Class,2019,Automatic,14931,Petrol,145,45.6,1.3,20700
 A Class,2016,Automatic,42506,Diesel,20,68.9,2.1,15699
 C Class,2019,Automatic,6234,Petrol,145,28.5,4.0,59830
 GLC Class,2018,Semi-Auto,35754,Diesel,145,56.5,2.1,28082
 C Class,2019,Semi-Auto,5426,Petrol,145,45.6,1.5,27699
 A Class,2015,Manual,47320,Diesel,20,70.6,1.5,11772
 C Class,2016,Automatic,41358,Diesel,20,65.7,2.1,14999
 GLA Class,2016,Semi-Auto,23143,Diesel,125,56.5,2.1,19495
 CL Class,2017,Semi-Auto,38508,Diesel,125,58.9,2.1,19811
 E Class,2015,Automatic,45607,Diesel,160,51.4,3.0,19248
 GLA Class,2019,Semi-Auto,11738,Diesel,145,67.3,2.1,22980
 A Class,2019,Semi-Auto,14736,Diesel,145,65.7,1.5,18499
 GLC Class,2019,Semi-Auto,4696,Diesel,145,40.9,2.0,39900
 CL Class,2019,Automatic,3605,Petrol,145,44.8,1.3,29481
 A Class,2019,Semi-Auto,20973,Diesel,145,65.7,1.5,18480
 A Class,2016,Manual,47866,Diesel,20,72.4,1.5,11500
 E Class,2016,Semi-Auto,18217,Petrol,160,45.6,2.0,19402
 B Class,2019,Automatic,11162,Diesel,145,53.3,2.0,27890
 C Class,2019,Semi-Auto,4511,Diesel,145,64.2,2.0,31040
 GLA Class,2017,Semi-Auto,33301,Diesel,145,56.5,2.1,20490
 GLA Class,2019,Semi-Auto,15618,Diesel,145,67.3,2.1,22899
 C Class,2017,Automatic,16509,Diesel,145,61.4,2.1,19743
 B Class,2016,Automatic,25792,Diesel,20,68.9,2.1,12900
 C Class,2017,Automatic,20764,Diesel,150,58.9,2.1,16498
 C Class,2019,Automatic,15024,Diesel,145,64.2,2.1,19999
 SL CLASS,2017,Semi-Auto,4657,Diesel,145,70.6,2.1,21998
 C Class,2019,Automatic,1566,Diesel,145,60.1,1.6,26599
 C Class,2016,Automatic,47850,Diesel,30,61.4,2.1,16890
 C Class,2015,Semi-Auto,32409,Diesel,30,64.2,2.1,16798
 E Class,2018,Automatic,1070,Diesel,145,57.7,2.0,29649
 A Class,2017,Manual,40862,Diesel,20,68.9,1.5,15999
 GLC Class,2019,Semi-Auto,3999,Petrol,145,27.4,3.0,47980
 S Class,2015,Automatic,77719,Diesel,160,51.4,3.0,19991
 C Class,2015,Manual,73227,Petrol,125,52.3,2.0,12299
 C Class,2019,Semi-Auto,14682,Petrol,145,45.6,1.5,25400
 CL Class,2016,Manual,36527,Petrol,125,51.4,1.6,16740
 GLA Class,2019,Semi-Auto,10155,Diesel,145,67.3,2.1,23499
 GLC Class,2017,Semi-Auto,25509,Diesel,145,56.5,2.1,30991
 C Class,2017,Automatic,10750,Petrol,260,35.3,3.0,32995
 A Class,2016,Semi-Auto,34856,Diesel,20,74.3,1.5,16490
 GLE Class,2018,Semi-Auto,16890,Diesel,150,37.7,3.0,34981
 C Class,2019,Automatic,2646,Petrol,145,47.1,1.5,28499
 C Class,2018,Semi-Auto,9830,Petrol,145,46.3,1.5,25480
 A Class,2019,Semi-Auto,9762,Diesel,145,67.3,1.5,23350
 SL CLASS,2020,Semi-Auto,382,Petrol,145,36.7,2.0,33980
 A Class,2015,Manual,32648,Diesel,0,74.3,1.5,11498
 E Class,2019,Semi-Auto,12638,Diesel,150,58.9,2.0,30000
 C Class,2017,Semi-Auto,38051,Diesel,20,64.2,2.1,15990
 C Class,2015,Automatic,96000,Diesel,30,62.8,2.1,13995
 GLA Class,2017,Manual,18833,Diesel,145,64.2,2.1,17000
 C Class,2019,Semi-Auto,6200,Diesel,145,55.4,2.0,30840
 E Class,2015,Automatic,39000,Diesel,125,61.4,2.1,14490
 GLS Class,2017,Automatic,22957,Diesel,145,37.2,3.0,38580
 GLA Class,2019,Semi-Auto,11937,Petrol,145,48.7,1.6,26980
 C Class,2020,Automatic,2653,Diesel,145,55.4,2.0,34790
 C Class,2017,Semi-Auto,47000,Diesel,145,61.4,2.1,19999
 E Class,2015,Semi-Auto,28056,Diesel,160,51.4,3.0,20298
 C Class,2017,Automatic,20698,Diesel,145,67.3,2.1,24202
 E Class,2013,Automatic,62051,Diesel,145,54.3,2.1,11899
 A Class,2017,Manual,14255,Petrol,145,50.4,1.6,16000
 V Class,2019,Automatic,1824,Diesel,145,36.7,2.0,47995
 M Class,2013,Automatic,27932,Diesel,200,44.8,2.1,18999
 S Class,2019,Automatic,1284,Diesel,145,52.3,2.9,55298
 E Class,2019,Semi-Auto,10491,Petrol,145,32.5,3.0,45980
 C Class,2015,Automatic,43120,Diesel,30,64.2,2.1,15990
 B Class,2019,Automatic,1800,Diesel,145,58.9,1.5,26490
 C Class,2019,Semi-Auto,10201,Petrol,145,47.1,1.5,25949
 C Class,2014,Automatic,68000,Diesel,30,62.8,1.8,10995
 GLC Class,2020,Semi-Auto,3750,Petrol,145,31.7,2.0,42495
 S Class,2018,Automatic,3728,Diesel,145,48.7,3.0,57899
 GLA Class,2019,Semi-Auto,12884,Diesel,150,67.3,2.1,22989
 A Class,2019,Semi-Auto,18576,Diesel,150,65.7,1.5,18991
 S Class,2017,Semi-Auto,26699,Diesel,145,50.4,3.0,30580
 C Class,2014,Semi-Auto,34382,Diesel,30,64.2,2.1,15998
 C Class,2019,Semi-Auto,2758,Petrol,145,44.1,2.0,29299
 SLK,2014,Semi-Auto,69861,Diesel,145,56.5,2.0,11100
 C Class,2017,Automatic,48280,Diesel,30,65.7,1.6,14500
 A Class,2020,Semi-Auto,1000,Petrol,145,53.3,1.3,25879
 C Class,2019,Semi-Auto,10662,Petrol,145,47.1,1.5,25899
 C Class,2016,Semi-Auto,22000,Diesel,30,64.2,2.1,18349
 C Class,2018,Semi-Auto,16045,Diesel,145,58.9,2.0,23390
 C Class,2019,Automatic,4404,Petrol,145,30.4,3.0,37890
 E Class,2020,Automatic,6000,Diesel,145,70.6,2.0,44995
 GLA Class,2016,Semi-Auto,20877,Diesel,125,56.5,2.1,19799
 C Class,2013,Semi-Auto,37964,Petrol,165,44.8,1.6,11298
 A Class,2016,Manual,39119,Diesel,20,72.4,1.5,11000
 C Class,2019,Semi-Auto,4604,Petrol,150,29.4,3.0,39995
 C Class,2017,Semi-Auto,29198,Diesel,30,64.2,2.1,19980
 CLA Class,2017,Automatic,27941,Diesel,145,68.9,2.1,14800
 A Class,2018,Automatic,19281,Diesel,145,74.3,1.5,15732
 C Class,2017,Semi-Auto,29543,Diesel,145,60.1,2.1,20600
 C Class,2018,Automatic,11319,Diesel,145,65.7,1.6,18051
 A Class,2016,Manual,18000,Diesel,0,80.7,1.5,12490
 S Class,2018,Automatic,25000,Diesel,150,52.3,2.9,39990
 C Class,2014,Semi-Auto,53144,Diesel,20,64.2,2.1,13791
 C Class,2019,Semi-Auto,1023,Petrol,145,44.1,1.5,35499
 A Class,2019,Semi-Auto,7800,Petrol,145,53.3,1.3,25000
 C Class,2014,Automatic,73598,Diesel,30,61.4,2.1,14399
 C Class,2012,Automatic,91000,Diesel,145,54.3,2.1,8990
 GLE Class,2019,Semi-Auto,3769,Diesel,145,36.7,2.0,46999
 A Class,2019,Automatic,9460,Petrol,150,28.5,1.3,22480
 GLS Class,2018,Semi-Auto,8963,Diesel,145,37.2,3.0,43999
 GLA Class,2016,Semi-Auto,44499,Diesel,125,56.5,2.1,17495
 C Class,2019,Semi-Auto,9172,Petrol,145,46.3,1.5,25349
 C Class,2017,Automatic,37158,Diesel,20,64.2,2.1,16798
 C Class,2014,Automatic,34772,Diesel,125,60.1,2.1,17250
 E Class,2019,Semi-Auto,15426,Diesel,145,72.4,2.0,25780
 B Class,2019,Semi-Auto,5512,Diesel,145,60.1,1.5,23298
 C Class,2019,Semi-Auto,4456,Petrol,145,47.1,1.5,29199
 C Class,2016,Manual,83786,Diesel,20,72.4,1.6,10998
 GLC Class,2019,Semi-Auto,1000,Petrol,145,22.4,4.0,67539
 GLE Class,2020,Semi-Auto,1000,Diesel,145,36.7,2.0,50419
 C Class,2015,Automatic,81940,Hybrid,0,78.5,2.1,12295
 C Class,2019,Semi-Auto,1758,Petrol,145,46.3,1.5,26999
 C Class,2019,Automatic,348,Diesel,145,61.4,2.0,27400
 GLC Class,2016,Semi-Auto,33062,Diesel,145,56.5,2.1,27998
 CL Class,2017,Semi-Auto,26626,Diesel,20,67.3,2.1,19290
 C Class,2016,Semi-Auto,49101,Petrol,125,53.3,2.0,14441
 SL CLASS,2014,Automatic,57000,Petrol,240,37.7,3.5,20000
 A Class,2016,Automatic,13660,Petrol,125,52.3,1.6,17999
 C Class,2017,Automatic,39268,Diesel,150,58.9,2.1,20000
 CL Class,2019,Semi-Auto,14042,Diesel,145,51.4,2.2,26049
 A Class,2017,Manual,37021,Diesel,145,68.9,1.5,14300
 A Class,2014,Manual,38510,Diesel,0,78.5,1.5,10932
 CL Class,2015,Semi-Auto,50500,Diesel,20,67.3,2.1,16091
 E Class,2014,Automatic,44000,Diesel,125,58.9,2.1,12990
 GLC Class,2016,Semi-Auto,22000,Diesel,125,56.5,2.1,25995
 C Class,2019,Semi-Auto,3116,Petrol,145,44.1,2.0,28800
 C Class,2019,Automatic,7500,Diesel,145,64.2,2.0,29623
 C Class,2019,Semi-Auto,89,Diesel,145,54.3,1.6,31890
 C Class,2019,Semi-Auto,2622,Petrol,145,42.2,1.6,26885
 A Class,2019,Automatic,3136,Diesel,145,56.5,2.0,25799
 E Class,2016,Semi-Auto,19176,Diesel,30,65.7,2.0,22624
 C Class,2019,Automatic,6516,Diesel,145,60.1,1.6,25830
 C Class,2019,Semi-Auto,1000,Diesel,145,54.3,2.0,38289
 A Class,2019,Semi-Auto,13854,Diesel,145,67.3,1.5,22980
 E Class,2019,Semi-Auto,2000,Petrol,145,39.8,2.0,28299
 C Class,2017,Semi-Auto,9198,Petrol,145,50.4,2.0,18999
 CL Class,2013,Manual,64000,Petrol,125,50.4,1.6,11460
 E Class,2017,Semi-Auto,11340,Petrol,145,40.4,2.0,28012
 CLA Class,2017,Automatic,20990,Petrol,145,40.9,2.0,29280
 GLE Class,2017,Semi-Auto,7076,Diesel,150,47.9,2.1,29800
 C Class,2017,Automatic,25449,Diesel,145,67.3,2.1,20200
